Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Original Price,Quantity,Discount,Discount Amount,Sales,Profit,Average sales
7271,CA-2013-123337,9/17/2013,9/23/2013,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",$160.98,2,0.15,$24.15,$273.67,-$12.88,$136.83
7273,US-2013-150357,10/11/2013,10/15/2013,Standard Class,EB-13975,Erica Bern,Corporate,United States,Greensboro,North Carolina,27405,South,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,$12.88,2,0.2,$2.58,$20.61,-$4.38,$10.30
7275,CA-2012-144519,11/13/2012,11/17/2012,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Helena,Montana,59601,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,$84.99,5,0.2,$17.00,$339.96,$42.49,$67.99
7277,CA-2011-120670,11/2/2011,11/6/2011,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Fort Lauderdale,Florida,33311,South,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,$99.99,10,0.2,$20.00,$799.92,$239.98,$79.99
7278,CA-2013-157217,7/20/2013,7/22/2013,First Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,California,94110,West,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,$22.49,2,0.2,$4.50,$35.98,$4.50,$17.99
7280,CA-2013-108224,5/15/2013,5/15/2013,Same Day,TH-21235,Tiffany House,Corporate,United States,Yuma,Arizona,85364,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,$33.13,7,0.2,$6.63,$185.53,$48.70,$26.50
7281,CA-2012-162782,2/21/2012,2/27/2012,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Columbia,Maryland,21044,East,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"$1,270.99",2,0,$0.00,"$2,541.98","$1,270.99","$1,270.99"
7282,CA-2014-159282,10/17/2014,10/22/2014,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Yuma,Arizona,85364,West,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,$399.99,5,0.7,$279.99,$599.99,-$479.99,$120.00
7283,CA-2014-155936,6/23/2014,6/30/2014,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,$5.06,3,0.8,$4.05,$3.04,-$5.01,$1.01
7284,CA-2014-169439,9/10/2014,9/14/2014,Standard Class,LC-17140,Logan Currie,Consumer,United States,Cleveland,Ohio,44105,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",$6.48,5,0.2,$1.30,$25.92,$3.89,$5.18
7286,CA-2014-151183,10/15/2014,10/20/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",$11.59,4,0,$0.00,$46.36,$15.30,$11.59
7287,CA-2013-149965,6/21/2013,6/26/2013,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,$6.90,1,0,$0.00,$6.90,$0.55,$6.90
7289,CA-2011-158281,9/2/2011,9/7/2011,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Houston,Texas,77095,Central,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,$310.95,3,0.4,$124.38,$559.71,-$121.27,$186.57
7290,CA-2013-153661,1/30/2013,1/31/2013,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",$33.89,9,0,$0.00,$305.01,$76.25,$33.89
7293,CA-2014-109183,12/5/2014,12/10/2014,Standard Class,LR-16915,Lena Radford,Consumer,United States,Nashville,Tennessee,37211,South,TEC-MA-10001856,Technology,Machines,Okidata C610n Printer,$649.00,2,0.5,$324.50,$649.00,-$272.58,$324.50
7294,CA-2013-113656,1/23/2013,1/29/2013,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",$8.57,7,0,$0.00,$59.99,$21.60,$8.57
7295,CA-2012-148964,5/26/2012,5/31/2012,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Bellevue,Washington,98006,West,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",$20.24,1,0,$0.00,$20.24,$7.89,$20.24
7296,CA-2011-111899,5/4/2011,5/5/2011,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,77036,Central,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,$23.65,2,0.2,$4.73,$37.84,$2.84,$18.92
7298,CA-2012-101126,2/10/2012,2/14/2012,Second Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$19.31,5,0.2,$3.86,$77.24,$7.72,$15.45
7299,CA-2011-163468,11/18/2011,11/21/2011,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,$146.05,4,0.5,$73.03,$292.10,-$175.26,$73.03
7304,US-2014-117450,9/5/2014,9/9/2014,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Boynton Beach,Florida,33437,South,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",$60.74,2,0.2,$12.15,$97.18,$6.07,$48.59
7306,CA-2011-137274,3/29/2011,4/2/2011,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Plano,Texas,75023,Central,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,$424.21,3,0.3,$127.26,$890.84,-$152.72,$296.95
7307,CA-2013-144092,11/6/2013,11/8/2013,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,$18.00,4,0,$0.00,$72.00,$12.96,$18.00
7310,CA-2014-112172,6/11/2014,6/15/2014,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10024,East,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,$4.71,3,0,$0.00,$14.13,$0.71,$4.71
7311,CA-2012-121699,8/10/2012,8/14/2012,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,$12.95,5,0,$0.00,$64.75,$29.14,$12.95
7312,CA-2012-162761,10/9/2012,10/13/2012,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,$3.12,2,0.7,$2.18,$1.87,-$1.31,$0.94
7315,CA-2013-121377,5/29/2013,6/3/2013,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Park Ridge,Illinois,60068,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,$358.00,1,0.2,$71.60,$286.40,$25.06,$286.40
7316,CA-2014-115322,5/12/2014,5/17/2014,Second Class,ZC-21910,Zuschuss Carroll,Consumer,United States,New York City,New York,10024,East,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,$14.64,3,0,$0.00,$43.92,$12.74,$14.64
7317,CA-2013-132066,10/17/2013,10/21/2013,Standard Class,NB-18655,Nona Balk,Corporate,United States,New York City,New York,10011,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,$236.97,1,0.4,$94.79,$142.18,-$37.92,$142.18
7318,CA-2014-158120,11/18/2014,11/22/2014,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Hillsboro,Oregon,97123,West,OFF-PA-10003205,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",$8.17,3,0.2,$1.63,$19.61,$6.62,$6.54
7320,CA-2014-100097,11/27/2014,11/30/2014,Second Class,MN-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,$195.99,5,0,$0.00,$979.95,$264.59,$195.99
7322,CA-2014-167626,9/4/2014,9/8/2014,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",$3.71,3,0.2,$0.74,$8.90,$3.34,$2.97
7324,US-2014-126053,12/6/2014,12/9/2014,First Class,CS-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,$20.98,2,0,$0.00,$41.96,$10.91,$20.98
7326,US-2014-128447,11/11/2014,11/18/2014,Standard Class,MC-17845,Michael Chen,Consumer,United States,Pasco,Washington,99301,West,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",$80.16,5,0,$0.00,$400.80,$112.22,$80.16
7328,US-2011-131275,3/18/2011,3/24/2011,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,$55.50,2,0,$0.00,$111.00,$14.43,$55.50
7331,CA-2013-149349,11/13/2013,11/14/2013,First Class,SP-20650,Stephanie Phelps,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",$9.48,6,0.6,$5.69,$22.75,-$8.53,$3.79
7332,CA-2014-115119,10/27/2014,10/31/2014,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,$102.57,1,0.4,$41.03,$61.54,-$13.33,$61.54
7334,CA-2012-125563,4/11/2012,4/17/2012,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,$42.10,2,0.2,$8.42,$67.36,$10.10,$33.68
7336,CA-2012-113152,12/25/2012,12/30/2012,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,$421.95,2,0,$0.00,$843.90,$371.32,$421.95
7338,CA-2014-165155,9/22/2014,9/24/2014,First Class,BM-11575,Brendan Murry,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",$15.51,1,0,$0.00,$15.51,$3.88,$15.51
7339,CA-2011-163412,12/20/2011,12/23/2011,Second Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10035,East,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,$71.18,3,0.1,$7.12,$192.19,$36.30,$64.06
7340,CA-2012-159590,7/18/2012,7/21/2012,First Class,KC-16255,Karen Carlisle,Corporate,United States,New York City,New York,10009,East,OFF-AR-10003190,Office Supplies,Art,Newell 32,$2.88,2,0,$0.00,$5.76,$1.61,$2.88
7341,CA-2011-116190,7/26/2011,8/1/2011,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",$33.94,2,0,$0.00,$67.88,$18.33,$33.94
7344,CA-2011-168473,12/26/2011,1/1/2012,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,$31.98,6,0,$0.00,$191.88,$19.19,$31.98
7345,CA-2014-168389,12/12/2014,12/18/2014,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,$218.75,6,0.45,$98.44,$721.88,-$420.00,$120.31
7349,CA-2011-130421,3/3/2011,3/7/2011,Standard Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,$294.62,3,0.8,$235.70,$176.77,-$459.61,$58.92
7350,CA-2014-142125,10/22/2014,10/28/2014,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,$6.47,6,0,$0.00,$38.82,$19.41,$6.47
7352,CA-2014-141138,11/11/2014,11/17/2014,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Modesto,California,95351,West,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,$15.97,7,0,$0.00,$111.79,$43.60,$15.97
7353,CA-2014-152135,3/17/2014,3/19/2014,Second Class,MG-17650,Matthew Grinstein,Home Office,United States,Lakewood,Ohio,44107,East,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,$92.80,8,0.4,$37.12,$445.44,-$81.66,$55.68
7354,CA-2013-151974,9/23/2013,9/30/2013,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10004484,Office Supplies,Labels,Avery 476,$4.13,5,0.2,$0.83,$16.52,$5.37,$3.30
7355,CA-2014-154102,2/7/2014,2/14/2014,Standard Class,SN-20560,Skye Norling,Home Office,United States,San Francisco,California,94109,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,$5.98,5,0,$0.00,$29.90,$13.46,$5.98
7356,CA-2012-139780,12/31/2012,1/2/2013,Second Class,AH-10690,Anna Häberlin,Corporate,United States,Detroit,Michigan,48205,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,$14.55,8,0,$0.00,$116.40,$52.38,$14.55
7357,CA-2013-114748,10/10/2013,10/15/2013,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,$1.76,1,0.2,$0.35,$1.41,$0.16,$1.41
7359,US-2011-115189,12/30/2011,1/3/2012,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,$69.99,6,0.4,$28.00,$251.96,-$50.39,$41.99
7361,CA-2013-163594,4/13/2013,4/15/2013,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,$6.48,3,0,$0.00,$19.44,$9.33,$6.48
7364,CA-2013-127243,11/29/2013,12/5/2013,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,$188.99,3,0.4,$75.60,$340.18,-$73.71,$113.39
7369,CA-2014-161851,4/16/2014,4/18/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Miami,Florida,33180,South,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,$17.30,3,0.7,$12.11,$15.57,-$11.94,$5.19
7370,CA-2012-110345,3/9/2012,3/11/2012,Second Class,TG-21310,Toby Gnade,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-LA-10001175,Office Supplies,Labels,Avery 514,$2.88,2,0.2,$0.58,$4.61,$1.67,$2.30
7371,CA-2011-107769,10/28/2011,11/1/2011,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Garden City,Kansas,67846,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,$128.99,2,0,$0.00,$257.98,$74.81,$128.99
7372,US-2014-123862,1/8/2014,1/10/2014,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,$13.98,11,0,$0.00,$153.78,$44.60,$13.98
7376,CA-2014-100580,8/14/2014,8/21/2014,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,San Diego,California,92037,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",$15.01,3,0.2,$3.00,$36.02,$11.71,$12.01
7377,US-2014-145597,11/3/2014,11/6/2014,First Class,GG-14650,Greg Guthrie,Corporate,United States,Bloomington,Illinois,61701,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,$16.98,4,0.2,$3.40,$54.34,$5.43,$13.58
7378,CA-2011-132787,9/19/2011,9/23/2011,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Seattle,Washington,98115,West,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",$15.42,6,0,$0.00,$92.52,$24.98,$15.42
7379,CA-2012-136224,5/31/2012,5/31/2012,Same Day,ML-18265,Muhammed Lee,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AR-10003504,Office Supplies,Art,Newell 347,$4.28,3,0.2,$0.86,$10.27,$1.16,$3.42
7380,CA-2013-105732,9/14/2013,9/19/2013,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",$13.58,3,0,$0.00,$40.74,$0.41,$13.58
7390,CA-2014-108035,11/30/2014,12/4/2014,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$243.98,2,0.2,$48.80,$390.37,$48.80,$195.18
7392,CA-2014-160031,12/5/2014,12/8/2014,Second Class,LT-16765,Larry Tron,Consumer,United States,Fairfield,Ohio,45014,East,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",$30.98,3,0.2,$6.20,$74.35,$23.24,$24.78
7393,CA-2014-147844,5/3/2014,5/7/2014,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",$3.14,5,0,$0.00,$15.70,$7.07,$3.14
7396,CA-2013-110975,12/26/2013,12/31/2013,Standard Class,DB-12970,Darren Budd,Corporate,United States,New York City,New York,10024,East,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",$260.98,2,0.4,$104.39,$313.18,-$120.05,$156.59
7398,CA-2011-141649,9/30/2011,9/30/2011,Same Day,DM-12955,Dario Medina,Corporate,United States,Fairfield,Ohio,45014,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,$165.71,6,0.2,$33.14,$795.41,$59.66,$132.57
7399,CA-2011-124807,7/12/2011,7/15/2011,Second Class,ME-17725,Max Engle,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,$4.98,9,0.2,$1.00,$35.86,$13.00,$3.98
7401,CA-2013-110009,9/9/2013,9/14/2013,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",$43.13,1,0,$0.00,$43.13,$14.66,$43.13
7403,CA-2014-168172,8/7/2014,8/11/2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10011,East,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",$17.53,4,0,$0.00,$70.12,$21.04,$17.53
7404,CA-2012-100146,5/14/2012,5/19/2012,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",$119.99,5,0.15,$18.00,$509.96,$42.00,$101.99
7408,CA-2014-152079,1/21/2014,1/22/2014,First Class,ML-17410,Maris LaWare,Consumer,United States,Chicago,Illinois,60653,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,$2.88,5,0.2,$0.58,$11.52,$4.18,$2.30
7409,CA-2013-129728,5/31/2013,6/7/2013,Standard Class,JG-15310,Jason Gross,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,$20.98,8,0,$0.00,$167.84,$11.75,$20.98
7410,CA-2011-121769,4/8/2011,4/12/2011,Standard Class,JS-15880,John Stevenson,Consumer,United States,Toledo,Ohio,43615,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,$286.85,1,0.4,$114.74,$172.11,-$94.66,$172.11
7411,CA-2011-103058,7/23/2011,7/24/2011,First Class,AG-10270,Alejandro Grove,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,$49.99,2,0,$0.00,$99.98,$8.00,$49.99
7412,CA-2014-121125,5/31/2014,6/4/2014,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,West,TEC-PH-10001619,Technology,Phones,LG G3,$195.99,1,0.2,$39.20,$156.79,$17.64,$156.79
7415,US-2013-114013,3/14/2013,3/16/2013,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,$276.20,2,0.3,$82.86,$386.68,-$5.52,$193.34
7424,CA-2014-135069,4/11/2014,4/15/2014,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,$60.97,4,0.2,$12.19,$195.10,$21.95,$48.78
7426,CA-2013-101693,6/26/2013,6/28/2013,Second Class,LC-17140,Logan Currie,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",$60.89,2,0.3,$18.27,$85.25,-$6.09,$42.62
7428,US-2011-164763,3/17/2011,3/21/2011,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Jackson,Mississippi,39212,South,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$3.81,3,0,$0.00,$11.43,$5.37,$3.81
7433,CA-2011-161249,8/9/2011,8/13/2011,Standard Class,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",$1.86,3,0.2,$0.37,$4.46,-$0.95,$1.49
7435,CA-2012-148180,7/26/2012,7/31/2012,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,93030,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$3.81,3,0.2,$0.76,$9.14,$3.09,$3.05
7438,CA-2011-165568,2/16/2011,2/20/2011,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,$5.34,5,0.2,$1.07,$21.36,$7.21,$4.27
7439,CA-2012-145457,3/24/2012,3/27/2012,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Covington,Washington,98042,West,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",$9.38,5,0,$0.00,$46.90,$13.13,$9.38
7440,US-2014-163657,9/3/2014,9/7/2014,Standard Class,JL-15235,Janet Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,$4.68,5,0.2,$0.94,$18.72,$6.55,$3.74
7442,CA-2012-120446,11/16/2012,11/18/2012,First Class,JG-15805,John Grady,Corporate,United States,San Diego,California,92105,West,OFF-LA-10003148,Office Supplies,Labels,Avery 51,$6.30,3,0,$0.00,$18.90,$8.69,$6.30
7443,CA-2011-109932,12/9/2011,12/11/2011,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Brownsville,Texas,78521,Central,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,$6.68,2,0.2,$1.34,$10.69,$3.74,$5.34
7445,CA-2014-127474,2/4/2014,2/8/2014,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,$6.48,1,0.2,$1.30,$5.18,$1.81,$5.18
7449,CA-2014-115448,11/12/2014,11/15/2014,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Knoxville,Tennessee,37918,South,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",$22.23,5,0.2,$4.45,$88.92,$14.45,$17.78
7450,CA-2014-105669,9/18/2014,9/23/2014,Second Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Houston,Texas,77036,Central,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,$4.13,3,0.2,$0.83,$9.91,$3.22,$3.30
7454,CA-2014-134796,6/26/2014,7/2/2014,Standard Class,FM-14380,Fred McMath,Consumer,United States,Bolingbrook,Illinois,60440,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,$92.80,2,0.2,$18.56,$148.48,$16.70,$74.24
7455,CA-2013-137743,7/31/2013,8/5/2013,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Chicago,Illinois,60623,Central,OFF-LA-10003663,Office Supplies,Labels,Avery 498,$2.89,4,0.2,$0.58,$9.25,$3.12,$2.31
7457,CA-2012-137974,4/16/2012,4/18/2012,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,$284.82,2,0,$0.00,$569.64,$148.11,$284.82
7461,US-2012-136987,4/11/2012,4/14/2012,Second Class,AR-10540,Andy Reiter,Consumer,United States,Los Angeles,California,90004,West,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,$199.99,4,0.2,$40.00,$639.97,$215.99,$159.99
